agency,dataset,official_source_page,url,local_path,status,size,sha256,seasonal_adjustment_status,error
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0802c.txt,copied-from-repo-official-cache,38191,5affdd9b119e1d6bdc0eea10f41aa0b4d43f85d8bfef083e216b53c3744cf57c,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0803c.txt,copied-from-repo-official-cache,38199,e22e7d45f66e835f800e18fe6a4fb34cc02ef7e7872f8f95f1ad10a9fcf11393,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0804c.txt,copied-from-repo-official-cache,38581,93c342c902ba7826eebbfc018a865891e4ecc726065eedb582a475bc3ef36074,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0805c.txt,copied-from-repo-official-cache,38336,eecd41cbb9afaa1266b52bf649fb9002e1c82ba498085be53d5a92623e77ca14,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0806c.txt,copied-from-repo-official-cache,38397,6131a8a951fc4e5e9e6ef276dbc1c332a962a4a9b8f931fbd6cc9fcb09ae650f,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0807c.txt,copied-from-repo-official-cache,38411,7fcd5631258817cd26d9e94efe58ac212889830045fcb236f606880ac1032304,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0808c.txt,copied-from-repo-official-cache,38165,9eff7ee2da691175048e5c344694961cad5b71131ab5c1fb9c0ef6bff4aeced2,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0809c.txt,copied-from-repo-official-cache,38324,adfd3cab92d4cb5523d86e0052422ada1e940c942c47c8329971d91cc5145dfe,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0810c.txt,copied-from-repo-official-cache,38018,7a79b9aff03ec2a4a5591b1c1e154c1ea3be6c0c9c6e56da0d4a89d12e0d8363,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0811c.txt,copied-from-repo-official-cache,37196,a009f6287eb5cd8c9f4e23dba79b052e5bce45e51b2c0a538499c0bdc71a8e32,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0812c.txt,copied-from-repo-official-cache,37169,ea2a793b5a6295649de5f56cc64c65ff77e30ed9256c038a51bcb57284f703d8,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0901c.txt,copied-from-repo-official-cache,37156,ac876f7bde746fd988f7ebf35af8c39591ff8287969cb845275cf47928f513c5,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0902c.txt,copied-from-repo-official-cache,37190,6b59c217ad18198c6ba7fec91b79dd3b6d631b73352281e8e09b0e796e7f1d19,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0903c.txt,copied-from-repo-official-cache,37662,728a07bfba0ff6918dfb09e0cb0dc0d245561dc7e74cf46d4a7f1c315de7911b,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0904c.txt,copied-from-repo-official-cache,37694,b8c3275ca45538d9d70dc2f246d549719bf7d337ab5623d380ed74dd18304c6b,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0905c.txt,copied-from-repo-official-cache,37657,8206c49d73bfdacac291e49d0ae4fecd6590b6142861c40617e4fd773368747c,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0906c.txt,copied-from-repo-official-cache,38016,b19a9d2a256b6907faccfd8cc3b040f64e112cb72293cdce64cd6c0210ef965b,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0907c.txt,copied-from-repo-official-cache,37751,5fd4b7f141ee00682fb673be1b2dcabaac6e9190d4ad71a7975ea15c58803350,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0908c.txt,copied-from-repo-official-cache,37844,66ffc162bcd54e58cb47e2a8f12dfba6075095160db8f813d5e3736c0ee14b5a,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0909c.txt,copied-from-repo-official-cache,37907,10a21e6c9b58aa2a8cf9acba4b0b3fc28f3e3f71849bc42734194156eefbf397,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0910c.txt,copied-from-repo-official-cache,37710,4360476c261d3e1165093dfb0ceeb9b3a17cc1a082f3f1e752c896d5d87167b0,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0911c.txt,copied-from-repo-official-cache,37600,7cea1c1009c1b62d689955e567c0bf0fb6686b257d1d6ab00eac8316056cac26,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma0912c.txt,copied-from-repo-official-cache,37707,536f86ae1c02a4360909cb1337917989aa5fbcde85c465d068afa42d598a1a10,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1001c.txt,copied-from-repo-official-cache,37355,51f23f23eae05ed2bab1ef320d15b7a494d60a38082a69d08234df14df53603d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1002c.txt,copied-from-repo-official-cache,37545,ef474dbb1eada8217c7ef4f5345d0859a60393de7c5200f2601558f0bc4fe09b,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1003c.txt,copied-from-repo-official-cache,38142,d1204a5cab1bfc90f6fa00abd61aa7a8f1a3cf535f3fa9b30b6ea9eba7db1915,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1004c.txt,copied-from-repo-official-cache,38031,ebdcf4ba350ae0aea6769400ad3a5591dcc6a9891af3341cf3ed7c684edd659d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1005c.txt,copied-from-repo-official-cache,37960,07849dd8baaf07016641def6c3daf78d8f1c9453c0a5a85a1ad349d06bc953c0,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1006c.txt,copied-from-repo-official-cache,38011,d49e59d0d7fd2e7da0f2d179d30dc926f29b57398e0bc0d5977ae4e7b61ac48e,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1007c.txt,copied-from-repo-official-cache,37785,11a28c530a7653f5601c0cbc6bb738a15febd2476045eeb189c237c20427d6b3,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1008c.txt,copied-from-repo-official-cache,37925,cdebcd7bdc2743ce6715bda3561c433efd04cb1365c4c419fad718ccb61412ce,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1009c.txt,copied-from-repo-official-cache,37840,659d1365b8df8b7b159883b8dc6e2461ab9b90ff35312a24c6d3c97861857679,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1010c.txt,copied-from-repo-official-cache,37846,18cda20b5756c95d0bd88620ba134e3fe392e78c0691efa44d19147dc79cb808,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1011c.txt,copied-from-repo-official-cache,37632,65cdfd56c56bc572bfb38b47cae0d2917fd28a7ab5db8eb570f0a40a19be7b12,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1012c.txt,copied-from-repo-official-cache,37612,8743a9dc1244609baad3b0d264badd8a9487c21dc664c5fc1306f02c2dd97282,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1101c.txt,copied-from-repo-official-cache,36958,560a980885032abe8af4ea082bb7021a3c2fc199a483604fc1a47abf63c06753,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1102c.txt,copied-from-repo-official-cache,37200,0aae0b7515db3710c100be9280958913a821f2b485aceed38b3c0f3c95307e24,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1103c.txt,copied-from-repo-official-cache,37780,f431136f9782d0557e1bfa8d8643ea69b08686510ad3edcfcb81afc314db1fc2,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1104c.txt,copied-from-repo-official-cache,37738,3d4d5d3f528b1bb75981a891304d23bd28d1a36d1a7e21d6d2a5bbed0006facc,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1105c.txt,copied-from-repo-official-cache,37963,0925b0d307a85373901273d313b21e10e454af3c1d99b261c23be3ca44463243,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1106c.txt,copied-from-repo-official-cache,37937,3ea49034ef1637c5a89249c7534648351d6ca41309b8a2d9a81b086d6dcabb3c,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1107c.txt,copied-from-repo-official-cache,37837,c323fd7001ae0c311f0c21b7be34b84eb1265508d82fbe64b1988bc067b33ccf,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1108c.txt,copied-from-repo-official-cache,38072,8b8791503762db71c2a4bc4e8e6903f2ed0d95ae230a1e8c9905886f9c857253,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1109c.txt,copied-from-repo-official-cache,38041,aef5c5d14014a149755d35ebaadf8abe7a3d32df731c62b795d6739c967025a1,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1110c.txt,copied-from-repo-official-cache,37865,d161520233a9b2242a3acac6c90376d5b7254012d4944be6d14dd4d674c0948d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1111c.txt,copied-from-repo-official-cache,37859,a0c9060718af42118bbab75386a767d41b7ab82dd5fbf8fa355eece29899ca43,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1112c.txt,copied-from-repo-official-cache,37728,1275ea67960ca0be990dc0c83931de3e136e116d11505528f419c8b3a05f3d6f,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1201c.txt,copied-from-repo-official-cache,37452,3e51283f8cde725b5a706a04bcd61b6f00a84a9d5ebb3ab689e5f24309b5f6e8,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1202c.txt,copied-from-repo-official-cache,37808,704310b2549bd686e66fedadfb9f35ebcb60df440c59319691c7a64e2cfb8611,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1203c.txt,copied-from-repo-official-cache,38324,f5c81c34cea588663629db03486dc8d0f40364d7f6ab3a48758d72d3530624ed,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1204c.txt,copied-from-repo-official-cache,38194,1a7076d466f9eea649dee7301eaac42be7e7422c81386615b48d7a7ae466e1d0,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1205c.txt,copied-from-repo-official-cache,38421,aaddfd86a24633569687c82a3354cf61cb609f31d55b29ea32fff86f9f3c66c6,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1206c.txt,copied-from-repo-official-cache,38535,b4d475d5c9ea9d3090c1f0dd34814a243924e51d44ac2b3c423216ae5082326c,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1207c.txt,copied-from-repo-official-cache,38404,7242c9767f6c2f86ba91938336556df9d8c9b96e7548e552a7403cc312a07031,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1208c.txt,copied-from-repo-official-cache,38567,4c2356529abe9aa858295dbc591955c5594bec0c63ac80a02cd234f0c2a9257d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1209c.txt,copied-from-repo-official-cache,38403,9c2905cb9b3c7b062a4ebca9338c31c3cb27b60722255c6aeaa7b4d29f2ab92e,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1210c.txt,copied-from-repo-official-cache,38542,61cbc99a99b8d356c2e7933793e1b07d7d7d7627e6b2f1195e771c4ac1d82128,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1211c.txt,copied-from-repo-official-cache,38320,13cf84637bba576b98b4c076d3af4eda6f9f380eba37fd8224239e77aeba2a71,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1212c.txt,copied-from-repo-official-cache,38067,2f781d1a95b0aad8db3c1c9eee4bf11ffbc47f6f87bbaca083974a32aa53da56,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1301c.txt,copied-from-repo-official-cache,38024,dc664f4a90f13891d66a3f826cc6581baf9e28e40aabd6df13f55879fd2cd5c7,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1302c.txt,copied-from-repo-official-cache,38061,2680798e15aeba71d350f7dac784f35630c18f787f5d5f261fb1ce957891c9a7,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1303c.txt,copied-from-repo-official-cache,38522,0daf82083502563848e36ff3769ba9356d6d05e809e6395cf8fa6dafa397a860,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1304c.txt,copied-from-repo-official-cache,38960,45ee36e6a773384400579a07c2556fb28ba8c45999962e67b956f76233f92189,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1305c.txt,copied-from-repo-official-cache,38847,77fbb3b433e6b182a57e966ac1498f07d7d26dcebd1b8066730421017c97a1a2,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1306c.txt,copied-from-repo-official-cache,38704,676fef0636f0d6a7ff32c3faab7cfa0a42496bb0c8b35f839fb880cb0bbf03e5,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1307c.txt,copied-from-repo-official-cache,38882,28ffd4e872bae3497e0c6f3ce9883ebe167747b4f8f3daf290832c9eabe5c4ed,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1308c.txt,copied-from-repo-official-cache,38716,435107ef102530e8f6434a9e070d10412532fb91ec0b55362028cf701ac026c5,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1309c.txt,copied-from-repo-official-cache,38672,e47509ba4064919f0c008dee0668c2422481185dab9babe94b28f22cb32de403,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1310c.txt,copied-from-repo-official-cache,38841,05ebc018230e8ac46b4d84c503cdb31fe5d736c9cb93ac5208f8632c9e8cfb6c,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1311c.txt,copied-from-repo-official-cache,38513,c0f89297dbfa53016a4e0c5a00af4214bcd5c1bebc282f6960015750e16164c3,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1312c.txt,copied-from-repo-official-cache,38427,1d32cb3eaa2445c688b85ec7c74d1f5d17bc329296e28b54128cb68dc4b359c0,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1401c.txt,copied-from-repo-official-cache,39515,cfbd0583db395c2522e0e474ac71bffca95a7a174b75bd0adba088de23bc73cc,not seasonally adjusted,
