cbsa_code,msa_title,date,variable,value,diagnostic,threshold,source_file,candidate_panels_affected
20220,"Dubuque, IA",2016-02-01,permits units SA,-0.589881102556282,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
20220,"Dubuque, IA",2016-12-01,permits units SA,-1.50340503228482,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
20220,"Dubuque, IA",2020-12-01,permits units SA,-5.42788517644945,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
20220,"Dubuque, IA",2021-02-01,permits units SA,-0.924663578035133,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
20220,"Dubuque, IA",2023-02-01,permits units SA,-7.17546710209654,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
20220,"Dubuque, IA",2026-06-01,employment,58.8,BLS preliminary observation,preliminary_flag==1,BLS CES,
20740,"Eau Claire, WI",2026-06-01,employment,90.3,BLS preliminary observation,preliminary_flag==1,BLS CES,
20940,"El Centro, CA",2004-10-01,permits units SA,-2.31251609922719,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
20940,"El Centro, CA",2008-06-01,permits units SA,-6.34637503839444,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
20940,"El Centro, CA",2008-08-01,permits units SA,-0.493652287505499,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
20940,"El Centro, CA",2010-06-01,permits units SA,-1.22149885800252,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
20940,"El Centro, CA",2026-06-01,employment,61.0,BLS preliminary observation,preliminary_flag==1,BLS CES,
21060,"Elizabethtown, KY",2024-10-01,permits units SA,-17.667688978577,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21060,"Elizabethtown, KY",2026-06-01,employment,52.5,BLS preliminary observation,preliminary_flag==1,BLS CES,
21300,"Elmira, NY",2004-06-01,permits units SA,-0.0734125362399209,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2004-10-01,permits units SA,-0.0521400703589771,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2005-02-01,permits units SA,-0.0549837199761259,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2006-02-01,permits units SA,-0.525131186081785,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2006-08-01,permits units SA,-0.159756746536398,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2006-10-01,permits units SA,-0.204305169985373,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2006-12-01,permits units SA,-0.265013309858262,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2007-06-01,permits units SA,-0.0565921468950827,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2007-12-01,permits units SA,-0.30524040164975,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2008-08-01,permits units SA,-0.0586910046631891,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2008-10-01,permits units SA,-0.331079213703188,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2008-12-01,permits units SA,-0.0616680070675107,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2009-08-01,permits units SA,-0.363577322212628,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2010-02-01,permits units SA,-0.903461221126916,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2011-06-01,permits units SA,-0.0237811143825654,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2011-08-01,permits units SA,-0.435297560052217,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2011-10-01,permits units SA,-0.190793786246805,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2011-12-01,permits units SA,-0.417782186953377,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2012-04-01,permits units SA,-0.053158548442564,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2013-06-01,permits units SA,-0.215441516209613,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2013-08-01,permits units SA,-0.556536786383723,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2013-10-01,permits units SA,-0.457802976551921,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2013-12-01,permits units SA,-0.633430168508777,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2014-02-01,permits units SA,-0.0314440647033964,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2014-04-01,permits units SA,-0.195426731928154,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2014-06-01,permits units SA,-0.0821876977623127,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2014-10-01,permits units SA,-0.281866456877245,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2015-06-01,permits units SA,-0.573459740481971,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2015-10-01,permits units SA,-0.880713603250402,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2015-12-01,permits units SA,-0.846878952796686,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2016-04-01,permits units SA,-0.184036847012907,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2016-06-01,permits units SA,-0.328936254205889,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2016-10-01,permits units SA,-0.00526419671468799,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2017-06-01,permits units SA,-0.828368645430917,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21300,"Elmira, NY",2026-06-01,employment,34.7,BLS preliminary observation,preliminary_flag==1,BLS CES,
21340,"El Paso, TX",2026-06-01,employment,365.3,BLS preliminary observation,preliminary_flag==1,BLS CES,
21420,"Enid, OK",2016-06-01,permits units SA,-0.370296985081132,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21420,"Enid, OK",2020-02-01,permits units SA,-0.743013548231003,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21420,"Enid, OK",2020-06-01,permits units SA,-0.0511284939078075,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21420,"Enid, OK",2020-08-01,permits units SA,-0.32390223818297,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21420,"Enid, OK",2020-12-01,permits units SA,-0.545757164823584,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21420,"Enid, OK",2021-06-01,permits units SA,-0.724383158750374,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21420,"Enid, OK",2022-02-01,permits units SA,-0.499069187621459,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21420,"Enid, OK",2024-02-01,permits units SA,-0.4045150141783,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21420,"Enid, OK",2024-12-01,permits units SA,-0.421398558491336,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21420,"Enid, OK",2025-12-01,permits units SA,-0.539747936522932,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21420,"Enid, OK",2026-06-01,employment,24.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
21500,"Erie, PA",2004-04-01,permits units SA,-2.59545933067903,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21500,"Erie, PA",2004-12-01,permits units SA,-7.7205400982556,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21500,"Erie, PA",2006-12-01,permits units SA,-4.67321796479665,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21500,"Erie, PA",2012-04-01,permits units SA,-1.14426150951145,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21500,"Erie, PA",2014-02-01,permits units SA,-0.744440331885274,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21500,"Erie, PA",2016-04-01,permits units SA,-1.65602807902376,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
21500,"Erie, PA",2026-06-01,employment,126.8,BLS preliminary observation,preliminary_flag==1,BLS CES,
21780,"Evansville, IN",2026-06-01,employment,139.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
22140,"Farmington, NM",2016-10-01,permits units SA,-1.19101285199252,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
22140,"Farmington, NM",2026-06-01,employment,49.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
22180,"Fayetteville, NC",2026-06-01,employment,134.0,BLS preliminary observation,preliminary_flag==1,BLS CES,
22380,"Flagstaff, AZ",2026-06-01,employment,70.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
22420,"Flint, MI",2026-06-01,employment,144.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
22500,"Florence, SC",2026-06-01,employment,96.2,BLS preliminary observation,preliminary_flag==1,BLS CES,
22540,"Fond du Lac, WI",2026-06-01,employment,46.7,BLS preliminary observation,preliminary_flag==1,BLS CES,
23060,"Fort Wayne, IN",2026-06-01,employment,239.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
23420,"Fresno, CA",2026-06-01,employment,450.9,BLS preliminary observation,preliminary_flag==1,BLS CES,
23460,"Gadsden, AL",2026-06-01,employment,35.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
23540,"Gainesville, FL",2026-06-01,employment,166.5,BLS preliminary observation,preliminary_flag==1,BLS CES,
23580,"Gainesville, GA",2026-06-01,employment,109.3,BLS preliminary observation,preliminary_flag==1,BLS CES,
23900,"Gettysburg, PA",2026-06-01,employment,33.9,BLS preliminary observation,preliminary_flag==1,BLS CES,
24020,"Glens Falls, NY",2026-06-01,employment,52.7,BLS preliminary observation,preliminary_flag==1,BLS CES,
24260,"Grand Island, NE",2016-02-01,permits units SA,-0.715686966125556,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
24260,"Grand Island, NE",2026-06-01,employment,40.8,BLS preliminary observation,preliminary_flag==1,BLS CES,
24300,"Grand Junction, CO",2026-06-01,employment,68.2,BLS preliminary observation,preliminary_flag==1,BLS CES,
24500,"Great Falls, MT",2026-06-01,employment,36.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
24540,"Greeley, CO",2026-06-01,employment,122.9,BLS preliminary observation,preliminary_flag==1,BLS CES,
24580,"Green Bay, WI",2026-06-01,employment,183.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
24780,"Greenville, NC",2026-06-01,employment,85.7,BLS preliminary observation,preliminary_flag==1,BLS CES,
25220,"Hammond, LA",2026-06-01,employment,49.7,BLS preliminary observation,preliminary_flag==1,BLS CES,
25500,"Harrisonburg, VA",2026-06-01,employment,73.0,BLS preliminary observation,preliminary_flag==1,BLS CES,
25620,"Hattiesburg, MS",2013-12-01,permits units SA,-0.776281531438848,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
25620,"Hattiesburg, MS",2026-06-01,employment,67.7,BLS preliminary observation,preliminary_flag==1,BLS CES,
25980,"Hinesville, GA",2026-06-01,employment,21.8,BLS preliminary observation,preliminary_flag==1,BLS CES,
26140,"Homosassa Springs, FL",2026-06-01,employment,36.9,BLS preliminary observation,preliminary_flag==1,BLS CES,
26300,"Hot Springs, AR",2005-04-01,permits units SA,-0.766414793728821,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2011-04-01,permits units SA,-1.32666660577816,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2012-10-01,permits units SA,-0.0282928090932808,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2012-12-01,permits units SA,-0.930629074488866,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2014-12-01,permits units SA,-0.787077901530955,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2015-02-01,permits units SA,-0.262023369518035,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2016-08-01,permits units SA,-2.862248071022,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2017-04-01,permits units SA,-1.39997365272364,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2018-12-01,permits units SA,-4.06653781123059,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2019-02-01,permits units SA,-0.386569515442925,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2020-12-01,permits units SA,-1.84567676166178,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2023-02-01,permits units SA,-3.19800522249658,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2023-04-01,permits units SA,-0.550836056978357,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2025-04-01,permits units SA,-0.792172533266464,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26300,"Hot Springs, AR",2026-06-01,employment,40.6,BLS preliminary observation,preliminary_flag==1,BLS CES,
26620,"Huntsville, AL",2026-06-01,employment,295.9,BLS preliminary observation,preliminary_flag==1,BLS CES,
26820,"Idaho Falls, ID",2026-06-01,employment,83.0,BLS preliminary observation,preliminary_flag==1,BLS CES,
26980,"Iowa City, IA",2010-04-01,permits units SA,-7.00397235895873,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
26980,"Iowa City, IA",2026-06-01,employment,104.2,BLS preliminary observation,preliminary_flag==1,BLS CES,
27060,"Ithaca, NY",2005-12-01,permits units SA,-8.09956439166998,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27060,"Ithaca, NY",2009-12-01,permits units SA,-3.35310759028944,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27060,"Ithaca, NY",2016-04-01,permits units SA,-0.158177892043629,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27060,"Ithaca, NY",2016-06-01,permits units SA,-1.72791700146761,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27060,"Ithaca, NY",2016-08-01,permits units SA,-6.14578546355899,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27060,"Ithaca, NY",2026-06-01,employment,52.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
27100,"Jackson, MI",2004-02-01,permits units SA,-0.0971007087115885,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2004-04-01,permits units SA,-0.812263029832671,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2004-08-01,permits units SA,-0.444870784141016,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2004-10-01,permits units SA,-0.863368094024579,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2005-02-01,permits units SA,-0.293631590772559,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2005-06-01,permits units SA,-0.501038794482332,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2006-04-01,permits units SA,-0.564227364181159,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2006-06-01,permits units SA,-0.16282612961372,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2008-02-01,permits units SA,-0.197793038098381,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2008-08-01,permits units SA,-0.245074724824226,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2008-10-01,permits units SA,-0.151433762958813,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2008-12-01,permits units SA,-0.0244985499878538,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2009-02-01,permits units SA,-0.183994484324824,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2010-08-01,permits units SA,-0.141163649510913,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2011-02-01,permits units SA,-0.0157189225509456,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2012-02-01,permits units SA,-0.499187229799468,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2012-04-01,permits units SA,-1.12461426310209,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2013-12-01,permits units SA,-0.352863667162905,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2014-02-01,permits units SA,-0.906352037798592,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2014-10-01,permits units SA,-0.116067507986435,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2016-02-01,permits units SA,-0.356668583443293,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2016-06-01,permits units SA,-0.619619889641847,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2016-10-01,permits units SA,-1.12956373908706,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27100,"Jackson, MI",2026-06-01,employment,58.9,BLS preliminary observation,preliminary_flag==1,BLS CES,
27140,"Jackson, MS",2026-06-01,employment,300.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
27180,"Jackson, TN",2026-06-01,employment,89.8,BLS preliminary observation,preliminary_flag==1,BLS CES,
27260,"Jacksonville, FL",2026-06-01,employment,805.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
27340,"Jacksonville, NC",2026-06-01,employment,54.5,BLS preliminary observation,preliminary_flag==1,BLS CES,
27740,"Johnson City, TN",2010-08-01,permits units SA,-1.64613699733956,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27740,"Johnson City, TN",2010-10-01,permits units SA,-16.8191207466323,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27740,"Johnson City, TN",2012-10-01,permits units SA,-0.754753787879466,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27740,"Johnson City, TN",2026-06-01,employment,87.3,BLS preliminary observation,preliminary_flag==1,BLS CES,
27780,"Johnstown, PA",2006-02-01,permits units SA,-0.122807040470863,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2006-08-01,permits units SA,-0.487463202393169,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2010-10-01,permits units SA,-0.104108042796106,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2011-10-01,permits units SA,-0.0323362977599644,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2011-12-01,permits units SA,-0.00468102575267862,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2012-02-01,permits units SA,-0.252587831093733,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2012-08-01,permits units SA,-0.100355527228039,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2013-02-01,permits units SA,-0.029341031535218,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2013-10-01,permits units SA,-0.400233187905549,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2013-12-01,permits units SA,-0.386239261918364,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2014-02-01,permits units SA,-0.398662179346868,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2014-04-01,permits units SA,-0.194867540606824,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2014-06-01,permits units SA,-0.534225841616327,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2014-12-01,permits units SA,-0.074589956096958,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2015-08-01,permits units SA,-0.0639440588106949,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2015-10-01,permits units SA,-0.813299044817396,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2016-04-01,permits units SA,-0.122111201449275,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2016-06-01,permits units SA,-0.681781697617146,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2016-12-01,permits units SA,-0.146889123062163,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
27780,"Johnstown, PA",2026-06-01,employment,50.2,BLS preliminary observation,preliminary_flag==1,BLS CES,
27860,"Jonesboro, AR",2026-06-01,employment,64.7,BLS preliminary observation,preliminary_flag==1,BLS CES,
28100,"Kankakee, IL",2010-02-01,permits units SA,-0.680038554573715,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
28100,"Kankakee, IL",2014-10-01,permits units SA,-0.359006083810282,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
28100,"Kankakee, IL",2016-06-01,permits units SA,-2.80008843393958,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
28100,"Kankakee, IL",2019-12-01,permits units SA,-0.549024255096187,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
28100,"Kankakee, IL",2026-06-01,employment,42.5,BLS preliminary observation,preliminary_flag==1,BLS CES,
28740,"Kingston, NY",2014-02-01,permits units SA,-2.6927358796158,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
28740,"Kingston, NY",2016-06-01,permits units SA,-3.86327072572044,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
28740,"Kingston, NY",2026-06-01,employment,61.7,BLS preliminary observation,preliminary_flag==1,BLS CES,
28940,"Knoxville, TN",2026-06-01,employment,457.0,BLS preliminary observation,preliminary_flag==1,BLS CES,
29020,"Kokomo, IN",2009-06-01,permits units SA,-2.55774040137176,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29020,"Kokomo, IN",2012-08-01,permits units SA,-1.02718538205601,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29020,"Kokomo, IN",2026-04-01,permits units SA,-0.543638013989826,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29020,"Kokomo, IN",2026-06-01,employment,35.7,BLS preliminary observation,preliminary_flag==1,BLS CES,
29180,"Lafayette, LA",2026-06-01,employment,189.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
29340,"Lake Charles, LA",2026-06-01,employment,106.5,BLS preliminary observation,preliminary_flag==1,BLS CES,
29540,"Lancaster, PA",2004-08-01,permits units SA,-1.37879059479551,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29540,"Lancaster, PA",2005-02-01,permits units SA,-3.64448937457039,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29540,"Lancaster, PA",2009-02-01,permits units SA,-1.75045654947878,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29540,"Lancaster, PA",2012-08-01,permits units SA,-1.98066635947745,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29540,"Lancaster, PA",2014-08-01,permits units SA,-0.646314778908538,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29540,"Lancaster, PA",2014-10-01,permits units SA,-0.299279809437919,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29540,"Lancaster, PA",2015-12-01,permits units SA,-0.38876315255319,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29540,"Lancaster, PA",2016-02-01,permits units SA,-0.617588216779469,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29540,"Lancaster, PA",2016-08-01,permits units SA,-3.99713579571357,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29540,"Lancaster, PA",2016-10-01,permits units SA,-1.9363933327782,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29540,"Lancaster, PA",2017-02-01,permits units SA,-2.83738487267569,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
29540,"Lancaster, PA",2026-06-01,employment,271.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
29700,"Laredo, TX",2026-06-01,employment,116.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
29740,"Las Cruces, NM",2026-06-01,employment,84.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
29940,"Lawrence, KS",2008-10-01,permits units SA,-13.9192999786068,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
